gene_name,entrez_id
Mct1,31198
CG32276,251645
CG13177,5740215
CG32213,317918
CG30033,246406
sima,43580
Muc26B,50424
Ilp2,39150
CG45087,19834964
MBD-like,41151
Sirt4,31480
senju,33734
CG11498,43585
Pepck,37131
Vps29,33295
Adf1,47082
CG14929,3771749
Thor,33569
ZnT41F,35513
Nop56,42633
obst-G,39355
goe,32660
CG32797,318215
CG10195,35228
Snx3,41551
byn,39349
CG18065,3772419
hop,32080
Spred,36643
wkd,41390
CG11999,40637
CG11034,33810
tal-2A,7354376
Glg1,40382
CG11771,42984
CG14977,38454
tal-1A,7354381
aPKC,47594
CG11141,35672
scf,38145
CG15465,31434
Osi12,40766
l(3)04053,46158
PpD5,44148
Galphao,36104
CG42542,8674000
CG32687,31980
CG8136,41037
blot,39939
Hydr2,33532
CG42503,8674021
rngo,32616
Klp68D,39332
alphaCOP,38199
Sap30,32664
CG11695,32106
kibra,41783
betaTub60D,37888
Cpr65Eb,38774
Cpr49Ac,36348
CG43245,12798172
h,38995
C15,42544
CG42511,8674100
CG8613,36593
CG13995,33851
GIIIspla2,31747
CG16727,42338
Tom40,44978
CG14459,40476
CG7606,8673956
CG13332,36504
Trf4-1,31795
CG16848,34759
CG45099,19835431
dos,38321
Atox1,326216
dmpd,36061
CG1902,35993
Dh31-R,36475
CG11811,39213
CG7872,32493
CG7766,31839
CG5027,39775
b6,39855
CG3711,31037
CG31191,42477
CG13654,43028
CG14438,31615
fest,37220
olf186-F,37040
CtBP,41602
drl,35662
frm,38624
run,33059
CG4797,37770
Pep,47873
CG9328,35344
flfl,41675
Smu1,42272
br,34009
CG30461,3771732
AdoR,43583
scb,44448
Mbs,49070
Mid1,37953
Slip1,43809
tup,35147
mGluR,43838
tacc,40589
Cam,36329
dpr17,41470
Skeletor,3772559
Deaf1,40164
DIP-gamma,43417
CG12912,36075
svp,41491
CG7564,39956
Atg10,50253
List,37157
BicC,34946
CG10376,35126
Hr38,35332
Cpr78Cb,40353
CG34155,4379867
CG43897,39153
CG1513,36028
Pi4KIIalpha,40670
Itp-r83A,40664
CG2003,43761
Hr3,36073
CG34007,3885610
SCCRO4,40231
CG5217,42311
l(3)05822,47260
Rfx,41266
Marf,31581
CG9130,3772105
CG6923,41420
CG5664,40371
ps,44885
arm,31151
CG11593,38477
Syn2,41247
CG46321,30522410
CG11210,35779
CG13337,36518
CG14238,43195
mei-P26,45775
Fak,37233
alpha-Est3,40907
CkIIbeta,32132
CG13675,38907
Efa6,42665
CG5674,35072
CG5850,34327
CG13743,35911
wgn,32849
CG15771,31500
Tyler,3772349
CG32809,31121
Peritrophin-A,33023
beat-VII,43213
CG6118,41884
CG32137,39537
fzr,45922
Con,38590
crc,47767
Hers,33000
l(3)07882,46201
CG13023,39894
Imp,32009
CG12715,32252
CG9425,39613
Drl-2,36436
CG17005,34249
Dot,44058
CG43732,14462486
nw,3772015
CG3198,31602
Sry-beta,43570
CG11584,32363
CG33981,3885654
CG42594,8674091
Sec24AB,36025
Octbeta2R,41549
mirr,39441
CG46311,30522400
RhoGAP19D,33048
CG11448,31090
upd1,32813
HDAC4,32278
alpha-Cat,40517
CG46320,30522409
Cka,34096
Mmp1,37949
mub,40436
Pp1alpha-96A,42922
CG15765,31513
CG12605,38468
Mlh1,35796
CG33639,32803
para,32619
babos,37557
nAChRalpha1,42918
hdc,43604
CG31550,40661
mgl,8674055
ari-1,32796
RecQ5,39594
pigs,31596
Cngl,32468
hydra,33058
CG42346,3355160
DIP-beta,33125
CG43689,31353
Tango13,32312
fab1,37033
rg,44531
CG6154,43184
SoxN,44275
Dop1R2,43484
mfr,39016
1-Dec,31691
dan,43023
waw,3771960
Ets98B,43334
bif,32119
RtGEF,35306
qvr,2768718
CG3638,31071
nwk,39052
CG15894,31574
CG42450,32874
ldbr,38900
tkv,33753
Vps4,32777
CG14506,43467
dpr8,32387
Rap1,38244
brat,35197
Fas1,33524
Spn,34982
CG32447,40412
sif,3346202
Sxl,3772180
CG17224,33510
Cks85A,41034
CG45084,19836008
dpr6,50296
trv,43362
CG42541,31344
LIMK1,32207
mamo,32353
Dbp80,3354919
dsd,43315
CG7290,40211
CG13375,30976
CG42340,7354472
ct,44540
CG32301,38285
mud,44839
CG17716,36521
Tl,43222
CG18208,42258
htt,43392
tinc,42148
ph-d,44889
Ca-beta,34557
mAChR-A,37892
CHES-1-like,31678
Zn72D,39764
mei-217,3771806
U26,34175
CG46314,30522403
CG42492,8674066
Syt1,33473
Rab3,36127
slo,42940
CG46244,26067072
jdp,43630
rut,32406
CG42700,36330
Calx,42481
hth,41273
Rbfox1,39198
Glut4EF,41217
CG12831,35631
csw,45278
Grx1t,37483
CG12768,40513
ste24c,3772676
Ace,41625
CG9316,35333
fru,42226
l(1)G0004,33033
CG11398,31070
CG16791,42531
HBS1,117365
shep,38605
ATP7,32142
wake,42676
CG6762,32768
bru3,39527
Mef2,36032
Kaz1-ORFB,3772691
IA-2,33277
Myd88,35956
sm,37254
CG14402,35352
cm,31647
CycC,41801
REG,32274
luna,2768719
CG3940,41238
chinmo,33343
Mur2B,31111
Suv3,40543
heph,48571
Hr4,31162
mtd,45467
Wdr62,33367
dlg1,32083
Spn27A,45815
unc-45,44910
Pngl,35527
CG33970,43186
btsz,3346167
Vps24,40542
Orct2,42890
CG13827,42751
Irk2,42770
CG18067,37314
fbl,46234
Hipk,38070
RpL5,3355124
CG31358,41462
CG2662,31254
Sgf11,40035
CG14464,3355132
Ggamma30A,45234
CG17493,3355126
cno,40620
PheRS-m,36547
