gene_name,entrez_id
CG46320,30522409
CG17272,42465
CG11426,40471
CG10301,42797
CG18542,41176
CG32939,318260
Wnt2,35975
Vps51,37156
CG11396,40296
par-6,32752
CG5854,42831
Mpcp2,39587
Pgd,31185
CG13116,34288
moody,31168
CG4297,33222
Hmu,43294
crok,34646
Chd64,38490
pasi2,41113
maf-S,37336
nerfin-1,44786
Patj,44100
CG12948,41187
upd3,3346149
Nplp3,59235
ck,34882
Dic1,41640
Tsf2,39435
CG11200,37301
CG13760,31237
sinu,46187
Zmynd10,39481
Dop1R1,41726
asl,40682
Nsf2,41694
GalNAc-T2,32836
Jafrac2,53577
CG6583,34645
CG10098,40851
pdm2,34673
CG7785,42158
lola,44548
IFT52,33917
CG16995,33413
CG7536,32786
cmb,39513
CG12035,38217
CG8814,33492
CG5021,39025
Fsn,36460
AP-1mu,41150
Sec61beta,46080
CG11436,31386
Golgin104,39810
RhoGAP71E,39693
CG17065,33026
bowl,33602
ZnT86D,41342
cbs,33081
CG42245,7354428
D,34881
Tyler,3772349
Vps53,33640
Invadolysin,49580
CG10508,40342
Rab6,34636
Pi3K68D,39329
CG11617,33183
sna,34908
CG13631,50073
Ebp,38009
Rab30,33988
CG2540,32216
scf,38145
Orct,42891
Cerk,40640
Rab9,35221
mrt,42737
CG13428,37317
CG12384,36224
Ocrl,31157
CG11089,42973
CG10845,42978
CG4928,32682
bark,33604
wkd,41390
Vps50,37021
plum,43197
CG18815,59176
RhoU,31945
tub,40848
CG3402,38077
AP-1sigma,42835
CG17985,35702
uzip,38002
CG17271,42463
fwe,39720
Keap1,42062
CrebA,39682
Rab4,36992
CG15221,32127
AP-1-2beta,32987
Vti1a,38085
Act42A,35526
form3,3346238
Gli,43767
CG30389,37410
CG18213,42055
CG8841,36336
CG7139,40448
CG6734,34616
CG14823,38772
CG4332,32267
SoxN,44275
CG7220,36129
CG46244,26067072
scrt,38469
Pdk,38017
CG42674,40205
CG9663,33541
CG3662,33260
Hsepi,35569
CG14441,31611
CG33111,50068
RhoGAP68F,39385
PK2-R2,41638
CG43901,32024
Ggamma30A,45234
magu,36048
Awh,38451
Ugt,40055
CG18870,59218
Vha26,40679
CG5044,41869
aux,40527
Vha55,41550
Msr-110,38629
LRR,35715
CG7888,39232
yrt,41656
l(2)gd1,34543
CG9384,39608
Kank,36668
Act5C,31521
iPLA2-VIA,39160
Atf3,43867
FASN1,33524
pdm3,35813
CG31342,41592
CG8944,32517
Su(H),31293
bab1,38116
T48,43235
CG2865,31217
Vha68-2,45012
CASK,42567
VhaSFD,34997
CG34126,318872
repo,47285
sens-2,33957
CG9132,2768881
Dll,37973
hang,32613
CG17019,36425
CG32369,38873
CG13300,38730
dtn,31555
pns,38178
nmo,38890
CG5522,36881
rdgA,31826
GalNAc-T1,36717
Tsp96F,43127
lap,40863
Frl,42560
Eip93F,44936
RasGAP1,39158
zfh1,43650
CG46310,30522399
VhaAC39-1,31342
CG14971,38429
CG31323,318682
CG1951,43423
CG42779,10178912
apt,35509
Reps,34542
ergic53,44679
Nrx-IV,39387
tws,47877
Scr,40833
CG43739,14462810
CG18265,39947
Afti,41744
spas,42846
Con,38590
CG30183,37749
Mmp1,37949
Sik3,37152
CG45099,19835431
CG3257,37862
Tollo,44497
Atx2,41883
unc-13,43841
CG5065,36860
pasha,43728
Wee1,33965
sky,35359
CG8155,36698
CG3812,32230
Lar,35259
CG4096,31490
fus,44095
cno,40620
rno,44879
Mrtf,38338
ClC-a,41428
shep,38605
pre-mod(mdg4)-T,10178861
Galphaq,36384
Fs(2)Ket,35336
chn,42795
SLO2,5740325
2mit,41616
eas,32585
CG46307,30522396
CG4911,39043
msi,43087
upd1,32813
mgl,8674055
Dgk,31826
CG14506,43467
mam,36555
Nedd4,39958
CG14535,34073
Cks85A,41034
beat-IIIc,35037
DnaJ-1,38643
NaPi-III,39255
sli,36746
CG32152,317885
CG32264,38438
CG31221,42325
pros,41363
mamo,32353
Stat92E,42428
AMPdeam,32352
dikar,38747
para,32619
eag,32428
CG34313,5740766
p24-2,318890
CG1888,35979
Sf3b3,38093
CG8188,32751
CG6686,34608
frma,31464
Evi5,32088
bif,32119
scny,38648
NKAIN,37979
CG4610,37571
CG17598,33140
CG17290,36938
CG4570,41306
nbs,44259
CG9821,41058
jigr1,43093
Atg13,40998
CG13531,37627
Smyd4-4,36299
Vps24,40542
Vha44,36826
CG15073,37155
Slh,33434
Spn27A,45815
CG13323,36433
CG4882,37787
CG11583,326206
